key,message,link,reason,action
CAUAJM_E_60109,Unable to delete {0} from database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60109.html,Unable to delete from database.,
CAUAJM_E_60110,Unable to set {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60110.html,Unable to set superuser.,
CAUAJM_E_60111,Domain {0} is already a trusted domain. Request aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60111.html,The domain specified is already a trusted domain. The request will be aborted.,
CAUAJM_E_60113,The username is not valid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60113.html,The username is not valid.,
CAUAJM_E_60115,One or more CA EEM server names are empty.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60115.html,One or more CA EEM server names are empty.,Enter a non-empty CA EEM server name and resubmit the request.
CAUAJM_E_60117,The host or domain is not valid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60117.html,The host or domain is not valid.,Enter a valid host or domain.
CAUAJM_E_60118,User {0} is not a super user. Request aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60118.html,User is not a superuser. The request will be aborted.,
CAUAJM_E_60121,The new host or domain is not valid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60121.html,The new Host or Domain is not valid.,
CAUAJM_E_60122,"The CA EEM server name must be a valid, unique host name that is less than {0} characters.",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60122.html,,"Enter a valid, unique host name of the proper length in the CA EEM server field and resubmit the request."
CAUAJM_E_60124,Domain {0} is not a trusted domain. Request aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60124.html,Domain is not a trusted domain. The request will be aborted.,
CAUAJM_E_60127,Error encountered while creating {0} {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60127.html,Error encountered while creating superuser.,
CAUAJM_E_60128,{0} superuser functions are not available when instance security is set to {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60128.html,The EDIT/EXEC superuser functions are only permitted when running in a native security mode.,No action required.
CAUAJM_E_60129,Error encountered while modifying {0} {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60129.html,Error encountered while modifying superuser.,
CAUAJM_E_60130,Cannot delete the last {0} {1}. Request aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60130.html,Cannot delete last superuser. The request will be aborted.,
CAUAJM_E_60131,CA EEM server name <{0}> exceeds {1} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60131.html,The specified CA EEM server name exceeds the specified number of characters.,Enter a properly sized CA EEM server name and resubmit the request.
CAUAJM_E_60132,Error encountered while deleting {0} {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60132.html,Error encountered while deleting superuser.,
CAUAJM_E_60133,Insufficient privileges to execute option 1 or option 4.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60133.html,Insufficient privileges to execute option 1 or option 4.,
CAUAJM_E_60134,User create aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60134.html,User create aborted.,
CAUAJM_E_60136,User change aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60136.html,User change aborted.,
CAUAJM_E_60138,User delete aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60138.html,User delete aborted.,
CAUAJM_E_60142,CA EEM server name <{0}> is not unique.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60142.html,The specfied CA EEM server name is not unique.,Enter CA EEM server names that are not duplicated in the server list and resubmit the request.
CAUAJM_E_60143,The CA EEM server list cannot exceed {0} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60143.html,The CA EEM server list cannot exceed the specified number of characters.,Enter a properly sized list of CA EEM servers and resubmit the request.
CAUAJM_E_60145,Specifying an archive directory requires the [{0}] flag to save events to a file.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60145.html,The -d option was specified without a corresponding -A option.,Specify the proper command arguments.
CAUAJM_E_60146,Number of Days for {0} should be a zero or a positive number.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60146.html,Invalid parameters were passed to program.,Specify valid parameters.
CAUAJM_E_60147,Directory {0} does not exist or file permissions are insufficient,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60147.html,Directory does not exist or read and write permissions are not present.,Specify valid directory or check read and write permissions.
CAUAJM_E_60149,Missing arguments. The {0} event requires either the [{1}] or [{2}] argument.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60149.html,Missing arguments. The -E AGGREGATE event requires the -l or -d argument.,Correct the input and resubmit the request.
CAUAJM_E_60152,You must specify the CA EEM server names previously used to enable external security.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60152.html,The CA EEM server names entered and the names of servers previously used to enable external security do not match.,Enter CA EEM server names that match the names of servers previously used to enable external security.
CAUAJM_E_60156,{0} cached credentials are unreadable.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60156.html,The home directory or Local Settings Application Data directory permissions do not authorize you to read cached credentials.,Check file and directory permissions in the user's home directory or Local Settings Application Data directory.
CAUAJM_E_60157,The {0} option requires the {1} and the {2} option.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60157.html,The cached credential operation is missing required parameters.,Specify the required options and resubmit the request.
CAUAJM_E_60158,The {0} option requires a valid argument. Specify \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60158.html,An invalid argument was specified as input to the cached credential operation.,Specify a valid argument and resubmit the request.
CAUAJM_E_60159,The cached credential time argument cannot exceed {1} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60159.html,The time value has exceeded the maximum allowable input.,Change the input and resubmit the request.
CAUAJM_E_60160,The user portion of the ''{0}'' argument cannot exceed {1} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60160.html,The user value has exceeded the maximum allowable input.,Change the input and resubmit the request.
CAUAJM_E_60161,The host or domain portion of the ''{0}'' argument cannot exceed {1} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60161.html,The host or domain value of the input argument has exceeded the maximum allowable input.,Change the input and resubmit the request.
CAUAJM_E_60163,Invalid format specified for the credential timeout. Missing day or hour specification.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60163.html,The credential timeout value has been incorrectly formatted.,Enter a valid credential timeout and resubmit the request.
CAUAJM_E_60165,Invalid format specified for the credential timeout. Day specification is not numeric.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60165.html,The credential timeout value has been incorrectly formatted.,Enter a valid credential timeout and resubmit the request.
CAUAJM_E_60166,Invalid format specified for the credential timeout. Hour specification is not numeric.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60166.html,The credential timeout value has been incorrectly formatted.,Enter a valid credential timeout and resubmit the request.
CAUAJM_E_60167,Invalid format specified for the credential timeout. Day and hour specification cannot be zero.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60167.html,The credential timeout value has been incorrectly formatted.,Enter a valid credential timeout and resubmit the request.
CAUAJM_E_60168,Invalid format specified for the credential timeout. Day specification is invalid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60168.html,The credential timeout value has been incorrectly formatted.,Enter a valid credential timeout and resubmit the request.
CAUAJM_E_60169,Invalid format specified for the credential timeout. Hour specification is invalid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60169.html,The credential timeout value has been incorrectly formatted.,Enter a valid credential timeout and resubmit the request.
CAUAJM_E_60172,{0} cached credentials are not deleted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60172.html,The home directory or local application directory permissions do not authorize you to delete cached credentials.,"Verify the home directory or local application data directory permissions, log in as a user who is authorized to delete cached credentials, and re-issue the command."
CAUAJM_E_60173,The passphrase contains an illegal character.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60173.html,The passphrase contains an illegal character.,Enter the passphrase without illegal characters.
CAUAJM_E_60174,Confirmation of the passphrase failed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60174.html,Confirmation of the passphrase failed.,Please retry.
CAUAJM_E_60187,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60187.html,,
CAUAJM_E_60188,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60188.html,,
CAUAJM_E_60189,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60189.html,,
CAUAJM_E_60193,You are not authorized to perform this action.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60193.html,You do not have sufficient privileges to perform this action.,Sufficient privileges are required to perform this action. Request aborted.
CAUAJM_E_60196,An error occurred attempting to set {0} instance security. Instance remains under {1} security control.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60196.html,This instance remains under NATIVE security control due to error attempting to reset internal security flag.,"Review prior messages to determine the cause of the error. Otherwise, contact technical support for further assistance."
CAUAJM_E_60197,An error occurred attempting to set {0} instance security. Instance remains under {1} security control.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60197.html,The instance remains under CA EEM security control due to an error attempting to reset the internal security flag.,"Review prior messages to determine the cause of the error. Otherwise, contact technical support for further assistance."
CAUAJM_E_60198,Unable to regenerate {0} database keys.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60198.html,An internal error has occurred while attempting to regenerate the superuser database keys.,Contact CA Technical Support.
CAUAJM_E_60199,Unable to generate the {0} certificate. See previous error messages for details.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60199.html,The external security server cannot generate a CA EEM certificate.,Review previous error messages for details and take required action.
CAUAJM_E_60203,Program aborting due to an invalid security environment.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60203.html,The state of the security environment prevents the program from running.,"If you cannot determine the cause of the problem, contact technical support."
CAUAJM_E_60204,The instance is running under CA EEM security control but CA EEM is not available.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60204.html,CA WAAE cannot establish a session with at least one of the specified CA EEM servers.,"Check previous messages for an indication of what caused the problem, take required action, and try to reconnect. If you cannot determine the cause of the problem, contact technical support."
CAUAJM_E_60211,An invalid asset type has been specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60211.html,An invalid asset type has been specified. Program aborts processing.,Review usage and correct asset.
CAUAJM_E_60212,The value for the ''{0}'' argument cannot exceed {1} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60212.html,The argument value has exceeded the maximum allowable input.,Change the input and resubmit the request.
CAUAJM_E_60214,Missing program arguments.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60214.html,The program is missing one or more valid arguments and will abort.,Review usage and correct the input program arguments.
CAUAJM_E_60215,Username name length exceeds maximum allowable length.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60215.html,Username name length exceeds maximum allowable length. Username cannot exceed 64 characters.,Correct username and resubmit the request.
CAUAJM_E_60219,Reserved word ''{0}'' cannot be specified as target.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60219.html,Reserved word cannot be specified as target.,Change input and resubmit the request.
CAUAJM_E_60220,Reserved word ''{0}'' must be specified as target for {1} command.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60220.html,Reserved word must be specified as target for command.,Change target and resubmit the request.
CAUAJM_E_60227,{0}: environment variable is not set.\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60227.html,The program requires this variable to be set in the environment.,Set the variable and try again.
CAUAJM_E_60234,{0}: Not a valid key.\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60234.html,The key specified is not valid.,Specify a valid key and try again.
CAUAJM_E_60236,Invalid command: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60236.html,The command is invalid.,Enter a command with the proper usage.
CAUAJM_E_60237,Invalid asset class name <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60237.html,The asset class name is invalid,Enter a valid asset class name.
CAUAJM_E_60238,Invalid asset access level <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60238.html,The asset access level is invalid,Enter a valid asset access level.
CAUAJM_E_60239,Certificate authentication error:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60239.html,Certificate authentication error.,Authentication certificate for the instance must be regenerated.
CAUAJM_E_60240,Error establishing a session with the CA EEM Backend:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60240.html,An error occurred establishing a session with the CA EEM Backend.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60246,Error authenticating the administrative user account \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60246.html,An error occurred authenticating the administrative user account,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60251,Error creating security policies for product instance {0}:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60251.html,An error occurred creating security policies for the product instance.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60256,Error deleting security policies for product instance {0}:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60256.html,An error occurred deleting security policies for the product instance.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60258,Error unregistering CA EEM application instance \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60258.html,An error occurred unregistering the CA EEM application instance for the product.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60260,Error upgrading CA EEM application instance \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60260.html,Informational only.,No action required.
CAUAJM_E_60261,Error generating an authentication certificate for instance {0}:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60261.html,An error occurred generating an authentication certificate for a product instance.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60267,Error adding administrative privileges to user \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60267.html,An error occurred adding administrative privileges to user.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60269,Error removing administrative privileges from user \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60269.html,An error occurred removing administrative privileges from user.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60271,Error obtaining the list of administrative users.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60271.html,An error occurred obtaining the list of administrative users.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60272,File <{0}> could not be read or does not have a valid key file format.\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60272.html,The specified file name does not have read permissions or does not have a valid key file format.,Check the read permissions of the specified file or specify the name of a file that was generated with a valid key format.
CAUAJM_E_60274,Error generating the session artifact:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60274.html,An error occurred generating the session artifact,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60277,Artifact authentication failed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60277.html,Artifact could not be authenticated.,Artifact may have expired or is invalid. Generate a new one.
CAUAJM_E_60283,Error checking for the registration of CA EEM application instance \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60283.html,An error occurred checking for the registration of CA EEM application instance for the product.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60284,Error checking for the registration of instance {0}: ,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60284.html,An error occurred checking for the registration of the specified instance.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60285,Error checking for default policies shared by all instances:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60285.html,An error occurred checking for default policies shared by all instances.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60286,Error loading CA EEM configuration files from directory: {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60286.html,An error occurred loading CA EEM configuration files from the specified directory.,Verify that the necessary EEM configuration files are present in the specified directory.
CAUAJM_E_60287,Error initializing the CA EEM library.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60287.html,An error occurred initializing the CA EEM library.,Please review any subsequent messages for an indication of the problem.
CAUAJM_E_60289,Unable to generate the {0} credentials. See previous error messages for details.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60289.html,The external security server cannot generate a CA EEM credentials.,Review previous error messages for details and take required action.
CAUAJM_E_60291,{0} credentials are not cached.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60291.html,The home directory or local application directory permissions do not authorize you to generate cached credentials.,"Verify the home directory or local application data directory permissions, log in as a user who is authorized to delete cached credentials, and re-issue the command."
CAUAJM_E_60315,Invalid instance {0}: must be {1} characters in length. Operation aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60315.html,An instance was entered with an invalid number of characters. Operation aborted.,Enter an instance name with the specified number of characters.
CAUAJM_E_60316,60316 Invalid instance {0}: illegal use of characters. Operation aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60316.html,An instance was entered with illegal use of characters. Operation aborted.,Enter an instance name with valid characters.
CAUAJM_E_60317,CA EEM server host name not specified. Operation aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60317.html,The CA EEM server host name is a required operand.,Specify the CA EEM server host name through use of the -b operand.
CAUAJM_E_60319,Connection to CA EEM server failed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60319.html,Unable to connect to CA EEM server.,Reviewing preceding error messages for indications on why failure occurred.
CAUAJM_E_60321,User object \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60321.html,User is not defined to CA EEM or does not currently have administrative privileges to application instance.,Specify an existing user with administrative privileges.
CAUAJM_E_60324,Error obtaining registered product instance count.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60324.html,An error has occurred obtaining the registered product instance count.,Please review any preceding messages for an indication of the problem.
CAUAJM_E_60325,Operation requires connection to CA EEM be made as ''{0}''.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60325.html,This operation requires connection to CA EEM be made as EiamAdmin,You will be prompted to connect with the EiamAdmin account
CAUAJM_E_60328,Option -{0} out of range. Valid values are 0-5.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60328.html,The identified option is out of range. Valid values are 0-5.,Specify a valid value.
CAUAJM_E_60329,60329 Option {0} was not specified OR was not available through the product's environment.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60329.html,Option was not specified and was available through the product''s environment.,Specify the option or update the specific configuration option within the the product''s environment.
CAUAJM_E_60330,Option {0} requires option {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60330.html,Specification of the user option requires the password option.,Specify the password option.
CAUAJM_E_60331,Unable to extract password from user string as set in the product's environment.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60331.html,The Service Desk user and password combination has not been properly set within the the product's environment.,Verify the Service Desk user and password combination is properly set.
CAUAJM_E_60332,Unable to locate job {0} in the database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60332.html,Job does not exist in database. The job must exist in the database in order to use this test tool.,Specify a jobname that exists in the product''s database.
CAUAJM_E_60333,Error retrieving service desk attributes for job {0} joid {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60333.html,Error retrieving uninotify row for joid.,
CAUAJM_E_60334,Option {0} was not specified OR was not available through the product's environment.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60334.html,Option was not specified and was available through the product's environment.,Specify the option or update the specific configuration option within the the product's environment.
CAUAJM_E_60335,Missing required option {0} or {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60335.html,Missing required option.,Specify the required option.
CAUAJM_E_60336,Missing required option {0} and {1} for generic request.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60336.html,Missing required option.,Specify the required option.
CAUAJM_E_60343,Invalid run number specified for job {0} joid {1} with run number {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60343.html,No run number row for joid was found.,
CAUAJM_E_60344,Error retrieving job run data for job {0} joid {1} with run number {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60344.html,Error retrieving run number row for joid.,
CAUAJM_E_60294,The CA EEM application instance is at \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-60293.html,The CA EEM application instance is not at a compatible level to perform the update.,Upgrade the CA EEM application instance to the compatible level.
